unix;characteristic;data
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa44000f32300200d8162266381c340001303031396462322028313a313035393036290a2020392c20313532383533303630383a20424c453a20486973746f72696361007d9f27f3
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa44000f322e0200d8162266301c3400015472696d3a20307830303030303030313a30303031396462312028313a313035393035290a2020392c20313532383533303600a36bcb4c
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa44000f32310200d8162266381c3400016c2044756d7020436f6d706c6574650a2020392c20313532383533303630393a20424c453a2050756c6c53746174733a204400f0047ccd
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa44000f322f0200d8162266301c34000130333a20424c453a20486973746f727920627572737420737563636573732e205472696d3a20307830303030303030313a30004d9d4ba1
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa44000f32320200d8162266381c3400016174613a2032302c204576656e74733a2031362c2042797465733a20333037322c205365636f6e64733a20302e3530372c2000e10be724
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa44000f32300200d8162266381c340001303031396462322028313a313035393036290a2020392c20313532383533303630383a20424c453a20486973746f72696361007d9f27f3
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa44000f32330200d8162266401c34000142726174653a20363035352e332c2050726174653a2037312e300a2020392c20313532383533343432383a20424c453a204300a6a31bb8
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa44000f32310200d8162266381c3400016c2044756d7020436f6d706c6574650a2020392c20313532383533303630393a20424c453a2050756c6c53746174733a204400f0047ccd
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa44000f32340200d8162266401c3400016f6d6d616e64205265616c74696d652044617461204f6e0a2020392c20313532383533343432393a2053656e736f72733a2000213bba86
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa44000f32320200d8162266381c3400016174613a2032302c204576656e74733a2031362c2042797465733a20333037322c205365636f6e64733a20302e3530372c2000e10be724
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa44000f32350200d8162266401c3400015265616c74696d65207261772064697361626c65640a2020392c20313532383533343432393a2053656e736f72733a20526500ab6c388b
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa44000f32330200d8162266401c34000142726174653a20363035352e332c2050726174653a2037312e300a2020392c20313532383533343432383a20424c453a204300a6a31bb8
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c058f4f2300cf162266f04580540e014201600800000000000000e1c108cf0057ea3dcdfc063ed7e3a33ec373803f00040046cdfc063ed7e3a33ec373803ff4014002260340021a019003010c020c01000000000000016d81e0c9
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa44000f32340200d8162266401c3400016f6d6d616e64205265616c74696d652044617461204f6e0a2020392c20313532383533343432393a2053656e736f72733a2000213bba86
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05904f2300d0162266184180540e014200000000000000000000e0d20bcdc048313de15a193e0a7fad3e9a3d7f3f0000803fe15a193e0a7fad3e9a3d7f3ff4014002280342021a019003010c020c000000000000000164149d7e
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa44000f32350200d8162266401c3400015265616c74696d65207261772064697361626c65640a2020392c20313532383533343432393a2053656e736f72733a20526500ab6c388b
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05914f2300d1162266183c80540e014200000000000000000000e1c908d29016963d5c1f053e1ff59a3e330b813f000020c15c1f053e1ff59a3e330b813ff4014002280342021a019003010c020c01000000000000012e894892
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c058f4f2300cf162266f04580540e014201600800000000000000e1c108cf0057ea3dcdfc063ed7e3a33ec373803f00040046cdfc063ed7e3a33ec373803ff4014002260340021a019003010c020c01000000000000016d81e0c9
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05924f2300d2162266303780540e014200000000000000000000e14504cd6044363d0a07053e48019d3ec323813f0058c6450a07053e48019d3ec323813ff4014002270342021a019003010c020c0100000000000001c9b59f8c
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05904f2300d0162266184180540e014200000000000000000000e0d20bcdc048313de15a193e0a7fad3e9a3d7f3f0000803fe15a193e0a7fad3e9a3d7f3ff4014002280342021a019003010c020c000000000000000164149d7e
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05934f2300d3162266383280540e0142023907c6030000000000617f0bd5200a633d3d4a133e0a7f8f3ecd28823f008091463d4a133e0a7f8f3ecd28823ff4014002260341021a019003010c020c0100000000000001ae5cdb37
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05914f2300d1162266183c80540e014200000000000000000000e1c908d29016963d5c1f053e1ff59a3e330b813f000020c15c1f053e1ff59a3e330b813ff4014002280342021a019003010c020c01000000000000012e894892
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05924f2300d2162266303780540e014200000000000000000000e14504cd6044363d0a07053e48019d3ec323813f0058c6450a07053e48019d3ec323813ff4014002270342021a019003010c020c0100000000000001c9b59f8c
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05934f2300d3162266383280540e0142023907c6030000000000617f0bd5200a633d3d4a133e0a7f8f3ecd28823f008091463d4a133e0a7f8f3ecd28823ff4014002260341021a019003010c020c0100000000000001ae5cdb37
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05944f2300d4162266482d80540e01420000000000000000000061c209d160ca513d4821193e1f6d903ecdba813f000010c64821193e1f6d903ecdba813ff4014002270342021a019003010c020c0100000000000001430cb0e0
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05944f2300d4162266482d80540e01420000000000000000000061c209d160ca513d4821193e1f6d903ecdba813f000010c64821193e1f6d903ecdba813ff4014002270342021a019003010c020c0100000000000001430cb0e0
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05954f2300d5162266502880540e014202d103bb03000000000061e209ca00e2ae3c71dd063e7b3c903e3d0c823f0000044671dd063e7b3c903e3d0c823ff4014002270341021a019003010c020c010000000000000121e17fa8
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05954f2300d5162266502880540e014202d103bb03000000000061e209ca00e2ae3c71dd063e7b3c903e3d0c823f0000044671dd063e7b3c903e3d0c823ff4014002270341021a019003010c020c010000000000000121e17fa8
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05964f2300d6162266602380540e01420000000000000000008060cd06ad008ff33c0a17093eae47923e1fd5813f00203ac60a17093eae47923e1fd5813ff4014002250340021a019003010c020c0000000000000001f28a5b36
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05974f2300d7162266681e80540e014201b50600000000000080e149097c709e723d33b3ff3d9aa1933e48c5813f008056c633b3ff3d9aa1933e48c5813ff4014002250340021a019003010c020c0100000000000001e1fc5f2a
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05964f2300d6162266602380540e01420000000000000000008060cd06ad008ff33c0a17093eae47923e1fd5813f00203ac60a17093eae47923e1fd5813ff4014002250340021a019003010c020c0000000000000001f28a5b36
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05974f2300d7162266681e80540e014201b50600000000000080e149097c709e723d33b3ff3d9aa1933e48c5813f008056c633b3ff3d9aa1933e48c5813ff4014002250340021a019003010c020c0100000000000001e1fc5f2a
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05984f2300d8162266701980540e0142038902f401f401000080e17f0984607a793d71ed143e7135a43e0a59803f0000f0c571ed143e7135a43e0a59803ff4014002260341021a019003010c020c0100000000000001f285c2b4
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05984f2300d8162266701980540e0142038902f401f401000080e17f0984607a793d71ed143e7135a43e0a59803f0000f0c571ed143e7135a43e0a59803ff4014002260341021a019003010c020c0100000000000001f285c2b4
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa10005730362200da162266f022000000c3e196
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa10005730362200da162266f022000000c3e196
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa44000f32370200e1162266906a340001616c74696d6520485220656e61626c65640a2020392c20313532383534313035393a20424c453a20436f6d6d616e6420526500d1003e79
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa44000f32370200e1162266906a340001616c74696d6520485220656e61626c65640a2020392c20313532383534313035393a20424c453a20436f6d6d616e6420526500d1003e79
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05994f2300d9162266801480540e014200000000000000000080e1390d8d60ca203dcd0c1d3ed703a53ea424803f0000e2c6cd0c1d3ed703a53ea424803ff4014002260342021a019003010c020c01000000000000013d1d0b06
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05994f2300d9162266801480540e014200000000000000000080e1390d8d60ca203dcd0c1d3ed703a53ea424803f0000e2c6cd0c1d3ed703a53ea424803ff4014002260342021a019003010c020c01000000000000013d1d0b06
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c059a4f2300da162266900f80540e014301b60400000000000080e0fa066a30faa23d1f651a3ec31da43e7b52803f0020c3c61f651a3ec31da43e7b52803ff4014002290342021a019003010c020c00000000000000019f4de9d9
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c059a4f2300da162266900f80540e014301b60400000000000080e0fa066a30faa23d1f651a3ec31da43e7b52803f0020c3c61f651a3ec31da43e7b52803ff4014002290342021a019003010c020c00000000000000019f4de9d9
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c059b4f2300db162266900a80540e01430115040000000000008060f50076a0da793d5218503e52d8bc3e8f2a7f3f0000f0c55218503e52d8bc3e8f2a7f3ff4014002270342021a019003010c020c0000000000000001d162d578
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c059b4f2300db162266900a80540e01430115040000000000008060f50076a0da793d5218503e52d8bc3e8f2a7f3f0000f0c55218503e52d8bc3e8f2a7f3ff4014002270342021a019003010c020c0000000000000001d162d578
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c059c4f2300dc162266a80580540e01430000000000000000000061350dcf6085383e858bb23dcd5c103f00d0533f0000803f858bb23dcd5c103f00d0533ff4014002290343021a019003010c020c01000000000000014f24afbe
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c059c4f2300dc162266a80580540e01430000000000000000000061350dcf6085383e858bb23dcd5c103f00d0533f0000803f858bb23dcd5c103f00d0533ff4014002290343021a019003010c020c01000000000000014f24afbe
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c059d4f2300dd162266b00080540e014300000000000000000000614f08c220870c3de13a1ebd488d193f85df593f0000b041e13a1ebd488d193f85df593ff4014002290342021a019003010c020c01000000000000012fdc47eb
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c059d4f2300dd162266b00080540e014300000000000000000000614f08c220870c3de13a1ebd488d193f85df593f0000b041e13a1ebd488d193f85df593ff4014002290342021a019003010c020c01000000000000012fdc47eb
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c059e4f2300dd162266c07b80540e014300000000000000000000617f09c20098eb3b85ebdabc5cf31d3fa404573f0000d84185ebdabc5cf31d3fa404573ff4014002260341021a019003010c020c0100000000000001375714f0
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c059e4f2300dd162266c07b80540e014300000000000000000000617f09c20098eb3b85ebdabc5cf31d3fa404573f0000d84185ebdabc5cf31d3fa404573ff4014002260341021a019003010c020c0100000000000001375714f0
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c059f4f2300de162266c07680540e01430000000000000000000061f30ed1006af73b6666e3bcec2d1e3fc3e5563f0040f5c66666e3bcec2d1e3fc3e5563ff4014002270342021a019003010c020c01000000000000015fa4f4cf
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c059f4f2300de162266c07680540e01430000000000000000000061f30ed1006af73b6666e3bcec2d1e3fc3e5563f0040f5c66666e3bcec2d1e3fc3e5563ff4014002270342021a019003010c020c01000000000000015fa4f4cf
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05a04f2300df162266d87180540e01430000000000000000000061f10bd6803a343ccdcce3bcb8de1d3f5210573f00c0f1c6cdcce3bcb8de1d3f5210573ff4014002280342021a019003010c020c01000000000000013fd4b5e2
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05a04f2300df162266d87180540e01430000000000000000000061f10bd6803a343ccdcce3bcb8de1d3f5210573f00c0f1c6cdcce3bcb8de1d3f5210573ff4014002280342021a019003010c020c01000000000000013fd4b5e2
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05a14f2300e0162266e06c80540e01430000000000000000000061340cd800f1003c8f0202bdf6bc1d3fec01573f0000d0c68f0202bdf6bc1d3fec01573ff4014002280342021a019003010c020c0100000000000001efdf5cf5
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05a14f2300e0162266e06c80540e01430000000000000000000061340cd800f1003c8f0202bdf6bc1d3fec01573f0000d0c68f0202bdf6bc1d3fec01573ff4014002280342021a019003010c020c0100000000000001efdf5cf5
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05a24f2300e1162266f06780540e014300000000000000000000605003e7002c0e3c6666ffbcd7971d3fe14a573f0000d4466666ffbcd7971d3fe14a573ff4014002260341021a019003010c020c0000000000000001290387d5
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05a24f2300e1162266f06780540e014300000000000000000000605003e7002c0e3c6666ffbcd7971d3fe14a573f0000d4466666ffbcd7971d3fe14a573ff4014002260341021a019003010c020c0000000000000001290387d5
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05a34f2300e2162266006380540e014400000000000000000000608108eac0199c3c8fc20bbd5cdf1d3fd703573f00006a468fc20bbd5cdf1d3fd703573ff4014002290342021a019003010c020c0000000000000001481aef95
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05a34f2300e2162266006380540e014400000000000000000000608108eac0199c3c8fc20bbd5cdf1d3fd703573f00006a468fc20bbd5cdf1d3fd703573ff4014002290342021a019003010c020c0000000000000001481aef95
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05a44f2300e3162266005e80540e01440000000000000000000060e20eff807e343c33b300bd665e1d3fc349573f000070c533b300bd665e1d3fc349573ff4014002280342021a019003010c020c0000000000000001e3c65257
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05a44f2300e3162266005e80540e01440000000000000000000060e20eff807e343c33b300bd665e1d3fc349573f000070c533b300bd665e1d3fc349573ff4014002280342021a019003010c020c0000000000000001e3c65257
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05a54f2300e4162266185980540e01440000000000000000000060dd0dffd033bf3d29dcb5bc1f45223f0a4f543f0000304629dcb5bc1f45223f0a4f543ff4014002280342021a019003010c020c000000000000000171d9da08
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05a54f2300e4162266185980540e01440000000000000000000060dd0dffd033bf3d29dcb5bc1f45223f0a4f543f0000304629dcb5bc1f45223f0a4f543ff4014002280342021a019003010c020c000000000000000171d9da08
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05a64f2300e5162266205480540e014400000000000000000000603602ffc02c8d3ccdccf0bcaedf173fe18e5b3f0000ce45cdccf0bcaedf173fe18e5b3ff4014002270342021a019003010c020c00000000000000019aafc949
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05a64f2300e5162266205480540e014400000000000000000000603602ffc02c8d3ccdccf0bcaedf173fe18e5b3f0000ce45cdccf0bcaedf173fe18e5b3ff4014002270342021a019003010c020c00000000000000019aafc949
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05a74f2300e6162266304f80540e01440000000000000000000060860eff001e2f3c486105bdecdd183f00d45a3f0000fd46486105bdecdd183f00d45a3ff4014002280342021a019003010c020c0000000000000001e8541de6
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05a74f2300e6162266304f80540e01440000000000000000000060860eff001e2f3c486105bdecdd183f00d45a3f0000fd46486105bdecdd183f00d45a3ff4014002280342021a019003010c020c0000000000000001e8541de6
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05a84f2300e7162266384a84540e01440000000000000000000061af0afd0000983cb85e01bd14321e3fb8c6563f00404f46b85e01bd14321e3fb8c6563ff4014002280342021b019003010c020c0100000000000001f70837ff
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05a84f2300e7162266384a84540e01440000000000000000000061af0afd0000983cb85e01bd14321e3fb8c6563f00404f46b85e01bd14321e3fb8c6563ff4014002280342021b019003010c020c0100000000000001f70837ff
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05a94f2300e8162266404580540e01440000000000000000000060e900ec80e0a63c8f8205bd9a1d203f002c553f000033468f8205bd9a1d203f002c553ff4014002280342021b019003010c020c0000000000000001acd207ae
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05a94f2300e8162266404580540e01440000000000000000000060e900ec80e0a63c8f8205bd9a1d203f002c553f000033468f8205bd9a1d203f002c553ff4014002280342021b019003010c020c0000000000000001acd207ae
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05aa4f2300e9162266504080540e01440000000000000000000061e409eb70f6c73d14aef9bc9af1213f855b543f0000f04514aef9bc9af1213f855b543ff4014002290342021b019003010c020c0100000000000001bff08647
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05aa4f2300e9162266504080540e01440000000000000000000061e409eb70f6c73d14aef9bc9af1213f855b543f0000f04514aef9bc9af1213f855b543ff4014002290342021b019003010c020c0100000000000001bff08647
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05ab4f2300ea162266603b80540e01440000000000000000000060880ae10066433e9a19fe3d146e023f8fba673f000000009a19fe3d146e023f8fba673ff4014002280342021b019003010c020c00000000000000013495d7ef
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05ab4f2300ea162266603b80540e01440000000000000000000060880ae10066433e9a19fe3d146e023f8fba673f000000009a19fe3d146e023f8fba673ff4014002280342021b019003010c020c00000000000000013495d7ef
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05ac4f2300eb162266683680540e014400000000000000000000613a00ffc035a23c52f8053ec31dde3ed707753f0000fcc552f8053ec31dde3ed707753ff4014002290342021b019003010c020c010000000000000105f177f8
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05ac4f2300eb162266683680540e014400000000000000000000613a00ffc035a23c52f8053ec31dde3ed707753f0000fcc552f8053ec31dde3ed707753ff4014002290342021b019003010c020c010000000000000105f177f8
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05ad4f2300ec162266783180540e01440000000000000000000061a30bffa0204d3d0010063eaec7d63e33e7763f000019c50010063eaec7d63e33e7763ff4014002270342021b019003010c020c01000000000000019aac9e06
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05ad4f2300ec162266783180540e01440000000000000000000061a30bffa0204d3d0010063eaec7d63e33e7763f000019c50010063eaec7d63e33e7763ff4014002270342021b019003010c020c01000000000000019aac9e06
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05ae4f2300ed162266782c80540e01440000000000000000000061fa0dff0045c63d48a1e33d52ec113fcdac563f0000cc4648a1e33d52ec113fcdac563ff4014002270341021b019003010c020c0100000000000001fba571d9
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05af4f2300ee162266902780540e01440000000000000000000060ed00e37886dd3d0a77833dcd34d03ed7f77b3f000057460a77833dcd34d03ed7f77b3ff4014002240341021b019003010c020c0000000000000001f73f9414
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05b04f2300ef162266982280540e014400000000000000000000608602de808fd13c7b14483d5290db3e5298763f008002467b14483d5290db3e5298763ff4014002270341021b019003010c020c00000000000000012ef969d5
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05ae4f2300ed162266782c80540e01440000000000000000000061fa0dff0045c63d48a1e33d52ec113fcdac563f0000cc4648a1e33d52ec113fcdac563ff4014002270341021b019003010c020c0100000000000001fba571d9
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05b14f2300f0162266a81d80540e01440000000000000000000060a30ce140fb8e3d3373473d85d3d43e666a7b3f00008a463373473d85d3d43e666a7b3ff4014002240341021b019003010c020c00000000000000012377ca6c
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05b24f2300f1162266b01880540e014400000000000000000000604502db6023b13d299cc73d33d71f3fe1524d3f0010f3c6299cc73d33d71f3fe1524d3ff4014002240340021b019003010c020c0000000000000001b0cc80ec
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05af4f2300ee162266902780540e01440000000000000000000060ed00e37886dd3d0a77833dcd34d03ed7f77b3f000057460a77833dcd34d03ed7f77b3ff4014002240341021b019003010c020c0000000000000001f73f9414
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05b34f2300f2162266b81380540e01440000000000000000000061fd0df350ecd53d5238eb3da49c233ff6304f3f0000e1c65238eb3da49c233ff6304f3ff4014002260342021b019003010c020c010000000000000163b8f7a9
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05b44f2300f3162266c80e80540e01440000000000000000000061f100ec603d6b3da4b014bdcd34193f3d1a5a3f000098c4a4b014bdcd34193f3d1a5a3ff40140022a0343021b019003010c020c010000000000000196d745dc
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05b54f2300f4162266d80980540e014300000000000000000000208508eb0062263cb85e21bd33b7133f71955e3f00800d46b85e21bd33b7133f71955e3ff4014002270342021b019003010c020c0000000000000001f260f30f
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05b64f2300f5162266e00480540e01420000000000000000000020a304e28067053c7bd428bdf644123fcd845f3f00809dc57bd428bdf644123fcd845f3ff4014002270342021b019003010c020c0000000000000001b79b8209
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05b04f2300ef162266982280540e014400000000000000000000608602de808fd13c7b14483d5290db3e5298763f008002467b14483d5290db3e5298763ff4014002270341021b019003010c020c00000000000000012ef969d5
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa1c00ab31ee02dc172266887838000000b79d0100010000000000007985576c
1713510366;61080005-8d6d-82b8-614a-1c8cb0f8dcc6;aa5c00f02f0c05b14f2300f0162266a81d80540e01440000000000000000000060a30ce140fb8e3d3373473d85d3d43e666a7b3f00008a463373473d85d3d43e666a7b3ff4014002240341021b019003010c020c00000000000000012377ca6c
